1,BENG101L,Tech Eng ,A1
2,BENG101L,Tech Eng ,A2
3,BPHY101L,Physics,B1+TB1
4,BPHY101L,Physics,B2+TB2
5,BCSE101L,Python,TCC1
6,BCSE101L,Python,TCC2
7,BMAT102L,Diffrential,D1+TD1+TDD1
8,BMAT102L,Diffrential,D2+TD2+TDD2
9,BCHY101L,Chemistry,E1+TE1
10,BCHY101L,Chemistry,E2+TE2
11,COMP101L,Comp,A2
